Sample.ID,Tool,MD,SMD,sens,prec,F1,Combined,cancer.type
ColoRect-AdenoCA::POLE.S.25,deconstruct_0.00,22.4721688867502,0.0354450613355682,1,0.5,0.666666666666667,2.46455493866443,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.26,deconstruct_0.00,333.784779733424,0.178590037310553,1,1,1,2.82140996268945,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.27,deconstruct_0.00,2005.54472794144,0.647576599270728,1,0.333333333333333,0.5,1.68575673406261,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.28,deconstruct_0.00,158,0.312871287128713,0.5,0.333333333333333,0.4,1.52046204620462,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.29,deconstruct_0.00,779.749834562735,0.647095298392311,1,0.666666666666667,0.8,2.01957136827436,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.30,deconstruct_0.00,333.682152937468,0.289152645526402,1,1,1,2.7108473544736,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.1,deconstruct_0.00,118.913051935546,0.275261694295246,0.571428571428571,1,0.727272727272727,2.29616687713333,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.2,deconstruct_0.00,133.620375907434,0.472156805326622,1,0.714285714285714,0.833333333333333,2.24212890895909,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.3,deconstruct_0.00,30.1919428973784,0.235874553885769,0.8,1,0.888888888888889,2.56412544611423,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.4,deconstruct_0.00,97.7610202837429,0.483965446949222,0.714285714285714,0.833333333333333,0.769230769230769,2.06365360066983,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.5,deconstruct_0.00,11.2135221354847,0.124594690394274,0.75,0.75,0.75,2.37540530960573,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.6,deconstruct_0.00,41.5856082494738,0.319889294226722,0.75,0.75,0.75,2.18011070577328,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.7,deconstruct_0.00,130.46579190061,0.869771946004063,0.6,0.75,0.666666666666667,1.48022805399594,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.8,deconstruct_0.00,112.448647102573,0.365093010073288,0.75,0.75,0.75,2.13490698992671,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.9,deconstruct_0.00,109.825594956328,0.499207249801492,0.5,1,0.666666666666667,2.00079275019851,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.10,deconstruct_0.00,31.2311488265562,0.271575207187445,0.75,0.6,0.666666666666667,2.07842479281256,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.11,deconstruct_0.00,78,0.735849056603774,0.5,0.75,0.6,1.51415094339623,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.12,deconstruct_0.00,150,0.373134328358209,0.2,1,0.333333333333333,1.82686567164179,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.13,deconstruct_0.00,91.647778857875,0.498085754662364,0.8,0.8,0.8,2.10191424533764,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.14,deconstruct_0.00,28.5543276679846,0.339932472237912,0.75,0.75,0.75,2.16006752776209,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.15,deconstruct_0.00,32,0.351648351648352,0.75,0.75,0.75,2.14835164835165,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.16,deconstruct_0.00,48.7918194061664,0.341201534308856,0.8,0.8,0.8,2.25879846569114,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.17,deconstruct_0.00,37.1566963311019,0.176936649195723,0.75,0.75,0.75,2.32306335080428,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.18,deconstruct_0.00,212,0.976958525345623,0.8,0.8,0.8,1.62304147465438,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.19,deconstruct_0.00,70.6278247158993,0.307077498764779,0.666666666666667,1,0.8,2.35958916790189,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.20,deconstruct_0.00,221.935933408724,0.601452394061583,0.8,1,0.888888888888889,2.19854760593842,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.21,deconstruct_0.00,23.4479266027848,0.148404598751803,1,0.833333333333333,0.909090909090909,2.68492873458153,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.22,deconstruct_0.00,180,0.841121495327105,0.6,0.75,0.666666666666667,1.5088785046729,ColoRect-AdenoCA
