"","Tool","cancer.type","m.Combined","med.Combined","sd.Combined","m.F1","med.F1","sd.F1","m.SMD","med.SMD","sd.SMD","m.sens","med.sens","sd.sens","m.prec","med.prec","sd.prec","m.scaled_L2","m.KL","med.KL"
"219","msa_thresholdx100_unpruned","Lung-AdenoCA",2.48382654669481,2.55238537022809,0.410246539788029,0.815069264069264,0.857142857142857,0.173028427606554,0.210054405686139,0.158086096585812,0.16077008101832,0.755880952380952,0.75,0.220016484320447,0.938,1,0.155430685812138,0.866115994501802,0.305630914443399,0.148276486641053
"220","yapsa_0.06","Ovary-AdenoCA",2.47843720908879,2.54713174543924,0.390006057037486,0.844340548340548,0.873015873015873,0.145892153857971,0.25811040995883,0.22296104022762,0.214308623724025,0.801380952380952,0.8,0.201212619494059,0.935166666666667,1,0.123884359205138,0.850562985859021,0.403510018718476,0.322413809515489
"221","deconstruct_0.06","Ovary-AdenoCA",2.47227848629966,2.54359652597322,0.355746974375994,0.835546176046176,0.857142857142857,0.13640123245266,0.251578656557486,0.191106421068176,0.198452884383949,0.794547619047619,0.8,0.19746129618174,0.929309523809524,1,0.125393946210576,0.856761457578404,0.412553780663171,0.339129516253581
"222","yapsa_0.06","Skin-Melanoma",2.46804066287418,2.4959272403085,0.370134484737788,0.829832611832612,0.857142857142857,0.160727879412415,0.245959337125816,0.201029425543242,0.156050157955303,0.768166666666667,0.75,0.214422396417206,0.945833333333333,1,0.118855725573838,0.851658880269719,0.365958169646381,0.279144285195477
"223","msa_thresholdx1000_unpruned","Lung-AdenoCA",2.45788310815279,2.53530612416272,0.362221701833969,0.802561216561216,0.816666666666667,0.154015018603897,0.210783558513881,0.160086492120079,0.159421063194275,0.935666666666667,1,0.132022597800401,0.733,0.75,0.208236188441385,0.871012449942483,0.21274742714737,0.0850765469303277
"224","msa_thresholdx10_unpruned","Lung-AdenoCA",2.45788310815279,2.53530612416272,0.362221701833969,0.802561216561216,0.816666666666667,0.154015018603897,0.210783558513881,0.160086492120079,0.159421063194275,0.935666666666667,1,0.132022597800401,0.733,0.75,0.208236188441385,0.871012449942483,0.21274742714737,0.0850765469303277
"225","mutsig","Lung-AdenoCA",2.45788310803993,2.53530612380188,0.36222170204922,0.802561216561216,0.816666666666667,0.154015018603897,0.21078355862674,0.160086493425665,0.159421063453008,0.935666666666667,1,0.132022597800401,0.733,0.75,0.208236188441385,0.871012449844578,0.212747427261591,0.0850765467647015
"226","yapsa_0.00","Lung-AdenoCA",2.45788309195798,2.53530618028219,0.3622217305373,0.802561216561216,0.816666666666667,0.154015018603897,0.210783574708687,0.160086484971801,0.159421084365171,0.935666666666667,1,0.132022597800401,0.733,0.75,0.208236188441385,0.87101244463904,0.212747227727938,0.0850766018989137
"227","sigest","Skin-Melanoma",2.45419276337,2.47167790246892,0.26453960590093,0.811370018870019,0.8,0.115619715903005,0.235069141391902,0.207273329984534,0.152585715151214,0.9735,1,0.0957601462596642,0.715761904761905,0.714285714285714,0.161785097106768,0.865492839884866,0.219906340657516,0.144832861614996
"228","deconstruct_0.10","Liver-HCC",2.45396011092519,2.44610290024425,0.30184453758105,0.807960317460317,0.8,0.131836765437461,0.23082560336052,0.20456747055987,0.135393002073994,0.712119047619048,0.75,0.183045004496025,0.972666666666667,1,0.0789066703534158,0.87123303635902,0.552036614227193,0.524684343649952
"229","sigest","Ovary-AdenoCA",2.45222002498339,2.50783306801678,0.302697890144209,0.813650904650905,0.833333333333333,0.121920439848245,0.237113308349946,0.187845904663015,0.193511315282393,0.970333333333333,1,0.0845394202738989,0.719,0.732142857142857,0.163461932806835,0.866442370496213,0.283130554917122,0.134153264337513
"230","sigest","Liver-HCC",2.44890976294001,2.44853925214336,0.200415787199306,0.787951825951826,0.8,0.0918174522924975,0.208423570393326,0.173880822813233,0.141752426473596,0.994666666666667,1,0.0306018932389682,0.662666666666667,0.666666666666667,0.128540084006362,0.892540282415515,0.211596254458323,0.12513201037821
"231","yapsa_0.06","Lung-AdenoCA",2.44679476914906,2.49721130407625,0.413114999898257,0.786738095238095,0.8,0.19036149394659,0.211157611803318,0.156764994217811,0.160417764857014,0.724952380952381,0.75,0.248480685365672,0.933,1,0.147252807953044,0.8687527905422,0.301492660362146,0.187760994034786
"232","deconstruct_0.06","Lung-AdenoCA",2.43995425527952,2.44394481765745,0.419001536939239,0.779111111111111,0.8,0.195760886759226,0.202498125672862,0.164340649685294,0.15730028355738,0.713285714285714,0.666666666666667,0.249273246781441,0.929166666666667,1,0.155508199862473,0.876855695243919,0.325921099958848,0.235012986629811
"233","msa_default_unpruned","Kidney-RCC",2.43920328722484,2.42332817915133,0.232316351900143,0.795265207015207,0.8,0.113385989847821,0.223149887378337,0.200012344392976,0.114472053668381,0.964833333333333,1,0.0906979731551685,0.697519841269841,0.666666666666667,0.167283129059303,0.880546078552007,0.179605533636872,0.138381526632913
"234","msa_thresholdx1000_unpruned","Kidney-RCC",2.43920328722484,2.42332817915133,0.232316351900143,0.795265207015207,0.8,0.113385989847821,0.223149887378337,0.200012344392976,0.114472053668381,0.964833333333333,1,0.0906979731551685,0.697519841269841,0.666666666666667,0.167283129059303,0.880546078552007,0.179605533636872,0.138381526632913
"235","msa_thresholdx100_unpruned","Kidney-RCC",2.43920328722484,2.42332817915133,0.232316351900143,0.795265207015207,0.8,0.113385989847821,0.223149887378337,0.200012344392976,0.114472053668381,0.964833333333333,1,0.0906979731551685,0.697519841269841,0.666666666666667,0.167283129059303,0.880546078552007,0.179605533636872,0.138381526632913
"236","msa_thresholdx10_unpruned","Kidney-RCC",2.43920328722484,2.42332817915133,0.232316351900143,0.795265207015207,0.8,0.113385989847821,0.223149887378337,0.200012344392976,0.114472053668381,0.964833333333333,1,0.0906979731551685,0.697519841269841,0.666666666666667,0.167283129059303,0.880546078552007,0.179605533636872,0.138381526632913
"237","mutsig","Kidney-RCC",2.43920328707653,2.42332817948365,0.232316351771974,0.795265207015207,0.8,0.113385989847821,0.223149887526641,0.200012344731722,0.11447205365874,0.964833333333333,1,0.0906979731551685,0.697519841269841,0.666666666666667,0.167283129059303,0.880546078503232,0.179605533572061,0.138381526821036
"238","yapsa_0.00","Kidney-RCC",2.43920326890919,2.42332812925988,0.232316382035375,0.795265207015207,0.8,0.113385989847821,0.22314990569398,0.200012344406677,0.114472053025327,0.964833333333333,1,0.0906979731551685,0.697519841269841,0.666666666666667,0.167283129059303,0.880546073411133,0.179605561058574,0.138381484759995
"239","sigest","Lung-AdenoCA",2.4282002107577,2.48116171060272,0.356750081566214,0.772408258408258,0.8,0.168476377388989,0.203228360670874,0.154205494173004,0.161745721578333,0.9445,1,0.115592821302624,0.686928571428571,0.666666666666667,0.222557337250227,0.880630700192567,0.281767656123583,0.107405029112786
"240","yapsa_0.10","Liver-HCC",2.42249393887185,2.4447051531819,0.318727981548804,0.798301587301587,0.8,0.135197775327742,0.246625108747195,0.213416841438675,0.146556554780034,0.703452380952381,0.75,0.186812215332974,0.965666666666667,1,0.0863533575311485,0.861505979946922,0.587125223912307,0.530090770375269
"241","msa_thresholdx100","Lung-AdenoCA",2.41774755787623,2.47904949456056,0.426692177022464,0.775494949494949,0.8,0.184844086326493,0.222300061171389,0.171239095556714,0.168032749824157,0.685047619047619,0.666666666666667,0.234467084893858,0.955,1,0.133701092152042,0.857282033905691,0.428655283714314,0.308497693157183
"242","deconstruct_0.10","Breast-AdenoCA",2.41393879608927,2.44908565946101,0.352912567341992,0.783534632034632,0.8,0.164563044258574,0.242942156291687,0.195749539006738,0.165614791289922,0.704714285714286,0.75,0.22801483960752,0.952166666666667,1,0.105320178823149,0.861190630990657,0.521616255447313,0.493817791960125
"243","deconstruct_0.10","Skin-Melanoma",2.40912461690472,2.41518427583488,0.322876016399595,0.780277777777778,0.8,0.164851286327577,0.25320871642861,0.214978671675379,0.153100104746905,0.6755,0.666666666666667,0.219381527868509,0.986833333333333,1,0.0592363960524604,0.851130443529158,0.542497161255763,0.534388252099496
"244","sigpro","Breast-AdenoCA",2.39962593367219,2.42151921195911,0.402329082924838,0.800380952380952,0.857142857142857,0.159437476489055,0.286326447280191,0.210967687026583,0.217329376765794,0.707785714285714,0.75,0.212702681086159,0.978166666666667,1,0.0762731446355307,0.833974255387149,0.59309426427687,0.500614491481553
"245","yapsa_0.10","Breast-AdenoCA",2.39842474805949,2.39213762959215,0.352467300896144,0.784482683982684,0.8,0.162430153356562,0.257122870988129,0.218449799140163,0.165019254758352,0.707880952380952,0.75,0.224559369118844,0.947666666666667,1,0.108038838259168,0.849707198256717,0.520923882688827,0.479990116033506
"246","sigest","Breast-AdenoCA",2.39703806307987,2.41710369104372,0.237582054673443,0.757845598845599,0.784615384615384,0.1290019508391,0.2136405083487,0.172296308950232,0.156203253985584,0.976166666666667,1,0.0867887963619835,0.634511904761905,0.666666666666667,0.157875902484253,0.880148762221813,0.240192458302935,0.12808287299779
"247","sigest","Stomach-AdenoCA",2.38499961044466,2.41802534084774,0.178515231285179,0.682740703740704,0.666666666666667,0.129182273579247,0.138571818126771,0.109457400572379,0.0885667377768068,0.983166666666667,1,0.0627867160884507,0.540404761904762,0.5,0.152986338407531,0.921462709078327,0.139803696452399,0.079909495652756
"248","yapsa_0.10","Skin-Melanoma",2.38229359188515,2.40621223407953,0.328265091483407,0.772714285714286,0.8,0.167414463401983,0.267873074781512,0.228468025676056,0.150516018947835,0.666666666666667,0.666666666666667,0.218748096031477,0.9835,1,0.0673156542447394,0.840278675043432,0.558603488564911,0.522710552374569
"249","sigest","Kidney-RCC",2.38185214487242,2.38713262841958,0.250952338090306,0.747512848262848,0.769230769230769,0.13075065625723,0.214008966238692,0.189025182189065,0.115769008975238,0.969666666666667,1,0.0865662458874604,0.626194444444444,0.625,0.169989228187777,0.88802673286016,0.233423521154162,0.147088374486683
"250","sigest","Eso-AdenoCA",2.38173574285138,2.42244212043467,0.210995545555284,0.659760961260961,0.666666666666667,0.154597708407511,0.121490447624813,0.0944954907884085,0.0997726694123916,0.9875,1,0.0560270397281156,0.515726190476191,0.5,0.172773563494542,0.932978414714854,0.159823103579236,0.0505532110872474
"251","sigpro","Skin-Melanoma",2.37669913837241,2.39566242756977,0.362024356970785,0.79897619047619,0.857142857142857,0.157869209728265,0.311300861627586,0.283030180047225,0.202562224335701,0.696666666666667,0.75,0.212620864155657,0.991333333333333,1,0.0507231653800592,0.812386661453603,0.636728396194177,0.486152779780365
"252","deconstruct_0.10","Lung-AdenoCA",2.37403013150583,2.39034902076773,0.399157845939275,0.738642857142857,0.75,0.186964539377678,0.217422249446556,0.176906537751419,0.157557097543652,0.644785714285714,0.633333333333334,0.24185220002713,0.946666666666667,1,0.137375594164516,0.867678930442671,0.449126877383508,0.436587964385197
"253","deconstruct_0.10","Kidney-RCC",2.36106700159512,2.32229192561852,0.288032614614355,0.73262987012987,0.75,0.174710105252836,0.241313950785831,0.231446209762019,0.113212208487198,0.610714285714286,0.6,0.215558057947804,0.991666666666667,1,0.0481125224324688,0.864846585434641,0.604911356254712,0.556717380712993
"254","sigpro","Ovary-AdenoCA",2.35989359732204,2.43221040189125,0.51976139480058,0.786001443001443,0.8,0.187655882821095,0.310130212201766,0.239363308934588,0.259756381863307,0.685023809523809,0.666666666666667,0.23504961529833,0.985,1,0.105528970602217,0.822214793953004,0.662601337930099,0.599673923270107
"255","yapsa_0.10","Lung-AdenoCA",2.35829630204712,2.36403067454724,0.423888888410338,0.733587301587302,0.75,0.199651221214817,0.230489412238596,0.170466237258945,0.164154557028641,0.642952380952381,0.6,0.257663840784456,0.945833333333333,1,0.14033339731438,0.858662341486244,0.437002653836125,0.36350430454592
"256","yapsa_0.10","Ovary-AdenoCA",2.35458789788485,2.37612071752576,0.399039109797706,0.772648629148629,0.8,0.165062434558521,0.288507340210391,0.239862412444062,0.215481634851379,0.686428571428571,0.666666666666667,0.228464806982391,0.956666666666667,1,0.111035327691283,0.836557037637995,0.625371856591329,0.571925622550282
"257","deconstruct_0.10","Ovary-AdenoCA",2.35277274250602,2.36831339148539,0.412539829491855,0.76812481962482,0.775,0.170139516351834,0.28058440035112,0.233623274872303,0.207543282450758,0.679690476190476,0.666666666666667,0.229824222010528,0.953666666666667,1,0.116692637801927,0.842669178142606,0.637115015394025,0.631972571426603
"258","yapsa_0.10","Kidney-RCC",2.35132991551517,2.31407515374161,0.287217900530597,0.731116883116883,0.75,0.176753104880675,0.252289132103878,0.23777342791545,0.117656925814499,0.608619047619048,0.6,0.217543716430978,0.995,1,0.0351763235340724,0.857207148432091,0.612332968458231,0.562132496405953
"259","sigpro","Kidney-RCC",2.34410603129252,2.34295132623959,0.364561312673028,0.747348484848485,0.75,0.180856487405052,0.28391777823129,0.251272912423625,0.171405691743717,0.630523809523809,0.6,0.230153848781395,0.9975,1,0.025,0.841330428593754,0.597950537372976,0.56317679671948
"260","sigpro","Liver-HCC",2.32713437219683,2.38978550702848,0.405157363475319,0.787003607503608,0.8,0.153014813566007,0.334841818279364,0.294628695025234,0.208709143101985,0.680976190476191,0.75,0.196970950870531,0.981,1,0.0712254447024655,0.81180618801086,0.772796455771363,0.749090986240713
"261","sigpro","Lung-AdenoCA",2.30303445771489,2.32985400095707,0.467543232844594,0.705420634920635,0.666666666666667,0.209542455206181,0.254489351808919,0.229290784636836,0.206722823981243,0.59752380952381,0.5,0.25823901009531,0.96,1,0.130009064693032,0.846498777652968,0.578092352236518,0.536259388006376
