"","Tool","cancer.type","m.Combined","med.Combined","sd.Combined","m.F1","med.F1","sd.F1","m.SMD","med.SMD","sd.SMD","m.sens","med.sens","sd.sens","m.prec","med.prec","sd.prec","m.scaled_L2","m.KL","med.KL"
"58","fitms_0.010","Ovary-AdenoCA",2.72369163765406,2.76712248973528,0.216950486228423,0.909815295815296,0.954545454545454,0.115627926774318,0.128784552822133,0.120640184047576,0.0784263932207242,0.865309523809524,1,0.169801567489402,0.987166666666667,1,0.0672055242638765,0.926133229847417,0.164796965134453,0.0622948769322811
"59","fitms_0.050","Ovary-AdenoCA",2.72369163765404,2.76712248973528,0.216950486228471,0.909815295815296,0.954545454545454,0.115627926774318,0.128784552822151,0.120640184047576,0.0784263932208011,0.865309523809524,1,0.169801567489402,0.987166666666667,1,0.0672055242638765,0.926133229847408,0.164796965134465,0.0622948769322775
"60","fitms_0.060","Ovary-AdenoCA",2.72369163765404,2.76712248973528,0.21695048622847,0.909815295815296,0.954545454545454,0.115627926774318,0.128784552822152,0.120640184047576,0.0784263932208053,0.865309523809524,1,0.169801567489402,0.987166666666667,1,0.0672055242638765,0.926133229847407,0.164796965134468,0.0622948769322778
"61","fitms_0.200","Ovary-AdenoCA",2.72369163765404,2.76712248973528,0.216950486228467,0.909815295815296,0.954545454545454,0.115627926774318,0.128784552822152,0.120640184047578,0.0784263932208035,0.865309523809524,1,0.169801567489402,0.987166666666667,1,0.0672055242638765,0.926133229847407,0.164796965134466,0.0622948769322785
"62","fitms_0.030","Ovary-AdenoCA",2.72369163765404,2.76712248973529,0.216950486228467,0.909815295815296,0.954545454545454,0.115627926774318,0.128784552822152,0.120640184047576,0.0784263932208004,0.865309523809524,1,0.169801567489402,0.987166666666667,1,0.0672055242638765,0.926133229847407,0.164796965134468,0.062294876932277
"63","fitms_0.100","Ovary-AdenoCA",2.72369163765404,2.76712248973528,0.216950486228469,0.909815295815296,0.954545454545454,0.115627926774318,0.128784552822152,0.120640184047577,0.0784263932208039,0.865309523809524,1,0.169801567489402,0.987166666666667,1,0.0672055242638765,0.926133229847408,0.164796965134466,0.0622948769322785
"64","yapsa_0.06","Eso-AdenoCA",2.72359745421192,2.82097049249141,0.268892077066117,0.901007215007215,1,0.135499173512963,0.118069212454745,0.0993644507036018,0.0955206754412151,0.8495,1,0.198089287648355,0.992166666666667,1,0.0457788932883602,0.925617260080884,0.160408086180515,0.0432273811614223
"65","yapsa_0.01","Eso-AdenoCA",2.72014945650057,2.75134263946515,0.234575343151143,0.901634088134088,0.909090909090909,0.108823169894087,0.113898162547046,0.0863943302288415,0.0937044774886683,0.9685,1,0.0838500813307266,0.865547619047619,1,0.169309579969077,0.930364419747239,0.0819471045122682,0.0442564911881165
"66","deconstruct_0.03","Eso-AdenoCA",2.7186907887824,2.75367178152689,0.257061997696022,0.907665834165834,1,0.114748568375215,0.121213973122359,0.0920156221425673,0.101891934889234,0.9055,1,0.153796967769764,0.934404761904762,1,0.124873501580451,0.927933351193289,0.126181222744574,0.0484135493996585
"67","fitms_0.050","Liver-HCC",2.71830592005585,2.7223990675609,0.233722243000125,0.91530303030303,0.909090909090909,0.0963716410177386,0.130336937087006,0.104720156038927,0.0892455724811941,0.889809523809524,1,0.14394609813433,0.958833333333333,1,0.0842360200312614,0.926738773475461,0.164038354720731,0.0786601950127075
"68","fitms_0.030","Liver-HCC",2.71830591998525,2.7223990675609,0.233722243080941,0.91530303030303,0.909090909090909,0.0963716410177386,0.130336937157611,0.104720156038931,0.089245572597751,0.889809523809524,1,0.14394609813433,0.958833333333333,1,0.0842360200312614,0.926738773473555,0.164038354737753,0.0786601950127077
"69","fitms_0.010","Liver-HCC",2.71830591996855,2.7223990675609,0.233722243027584,0.91530303030303,0.909090909090909,0.0963716410177386,0.130336937174304,0.104720156038924,0.0892455725328697,0.889809523809524,1,0.14394609813433,0.958833333333333,1,0.0842360200312614,0.926738773454802,0.164038354731504,0.0786601950127075
"70","yapsa_0.03","Stomach-AdenoCA",2.71804762924413,2.83099822750768,0.244662740903948,0.912122655122655,1,0.117899547560106,0.134619037422537,0.116486913565881,0.0851486672609897,0.942,1,0.131500022404013,0.910666666666667,1,0.154515280608872,0.915763441341835,0.0943130513311149,0.0383686592293728
"71","msa_thresholdx100","Stomach-AdenoCA",2.7160315003415,2.79770467298624,0.242978910963142,0.910174991674992,1,0.11622286576792,0.132718499658502,0.106274151833258,0.085505030816328,0.964333333333333,1,0.102248020460012,0.884416666666667,1,0.163332195247873,0.917074502233943,0.0826853083820814,0.0409965352251245
"72","fitms_0.100","Breast-AdenoCA",2.71389730845663,2.73282529998584,0.236616174145969,0.902996281496282,0.888888888888889,0.109563257645043,0.122840786781467,0.0920875150636682,0.108419223328107,0.854738095238095,0.928571428571428,0.167222153736141,0.982,1,0.0617587355290036,0.926362262555899,0.178646882458308,0.0737983018435825
"73","fitms_0.200","Breast-AdenoCA",2.71337897891583,2.72530706627404,0.22981971012976,0.903170274170274,0.888888888888889,0.108783353244203,0.124430544893697,0.0935590776450164,0.110577897517857,0.853309523809524,0.916666666666667,0.167810578281017,0.9845,1,0.057161387688056,0.925798933325682,0.18327815476861,0.0744277233970907
"74","msa_thresholdx1000_unpruned","ColoRect-AdenoCA",2.70747879082835,2.89690981073004,0.305572186007153,0.905380952380952,1,0.142147757703985,0.146687875838321,0.098118077448746,0.124211685467413,0.854166666666667,1,0.211341912644899,1,1,0,0.890919405059917,0.336984304285166,0.00901559027725663
"75","pasa","Kidney-RCC",2.70576900746776,2.69911927259145,0.220037902328325,0.906791264291264,0.888888888888889,0.0935444700655105,0.130088135389382,0.112045545767581,0.0833686778034237,0.85352380952381,0.816666666666667,0.141145948234907,0.982333333333333,1,0.0663637901079042,0.925921249707801,0.182678843730925,0.0714317090591743
"76","msa_thresholdx10_unpruned","Stomach-AdenoCA",2.7031616452403,2.71906389528424,0.231939223321224,0.905876623376623,0.954545454545454,0.109558411614694,0.136505021426366,0.121841888982331,0.0843821749613666,0.966833333333333,1,0.0934587601184243,0.872833333333333,1,0.162362866249338,0.915864029000209,0.0887513343424974,0.0502525075487765
"77","yapsa_0.06","Stomach-AdenoCA",2.70159626667908,2.84925909038363,0.276127818611195,0.900412698412698,1,0.137009152886523,0.135737066654258,0.111418661068078,0.0881333445626578,0.879833333333333,1,0.183330195871531,0.9575,1,0.121655596562937,0.91363870247895,0.149444472807695,0.030866459462335
"78","mp","Stomach-AdenoCA",2.69907683041278,2.81204984573507,0.26674315614938,0.893730158730159,1,0.152189454821892,0.137756502920551,0.129471825455793,0.0859066850582987,0.838833333333333,1,0.215557312811748,0.998,1,0.02,0.907351271825973,0.231031025833695,0.0374404444924905
"79","fitms_0.050","Breast-AdenoCA",2.69865245576529,2.72143791949625,0.2419114312144,0.897852092352092,0.888888888888889,0.1159785073593,0.12751421090138,0.0979762314059608,0.0891911123042218,0.860666666666667,1,0.169942883387087,0.9655,1,0.0910795399846526,0.925962029399517,0.154847454240052,0.117229889838482
"80","fitms_0.010","Breast-AdenoCA",2.69865245576529,2.72143791949625,0.241911431214401,0.897852092352092,0.888888888888889,0.1159785073593,0.12751421090138,0.0979762314059245,0.089191112304223,0.860666666666667,1,0.169942883387087,0.9655,1,0.0910795399846526,0.925962029399517,0.154847454240052,0.117229889838482
"81","fitms_0.030","Breast-AdenoCA",2.69865245576529,2.72143791949625,0.2419114312144,0.897852092352092,0.888888888888889,0.1159785073593,0.12751421090138,0.0979762314059263,0.0891911123042196,0.860666666666667,1,0.169942883387087,0.9655,1,0.0910795399846526,0.925962029399517,0.154847454240051,0.117229889838482
"82","fitms_0.060","Breast-AdenoCA",2.69865245576528,2.72143791949624,0.241911431214401,0.897852092352092,0.888888888888889,0.1159785073593,0.127514210901383,0.0979762314059255,0.0891911123042238,0.860666666666667,1,0.169942883387087,0.9655,1,0.0910795399846526,0.925962029399517,0.154847454240054,0.11722988983848
"83","msa_default","Stomach-AdenoCA",2.69666220780583,2.75612489969686,0.253773075012972,0.898508325008325,0.954545454545454,0.126582393146823,0.135421125527502,0.111254519576729,0.0865718572410203,0.964333333333333,1,0.102248020460012,0.86775,1,0.179011090546705,0.916199621947324,0.0877575145825741,0.0417959918343713
"84","deconstruct_0.00","Stomach-AdenoCA",2.69551532086577,2.72955296646626,0.238164151741787,0.894821067821068,0.888888888888889,0.118389959685668,0.127627536277085,0.103691942881687,0.0866455837134221,0.961833333333333,1,0.0981676970557529,0.861309523809524,1,0.175732076291481,0.924335767223049,0.0872490884175637,0.0417724407623825
"85","yapsa_0.00","ColoRect-AdenoCA",2.69440438009678,2.69634926542335,0.234574963986518,0.878666666666667,0.928571428571428,0.135511785330443,0.113928953236554,0.0864881226582187,0.0858156568107019,0.996666666666667,1,0.0333333333333333,0.811666666666667,1,0.207741583840515,0.920816012061669,0.0557642056878905,0.016157423223658
"86","mutsig","ColoRect-AdenoCA",2.69440437647189,2.69634922938298,0.234574956941101,0.878666666666667,0.928571428571428,0.135511785330443,0.113928956861442,0.0864881319255613,0.0858156589255852,0.996666666666667,1,0.0333333333333333,0.811666666666667,1,0.207741583840515,0.920816007819412,0.0557642053232588,0.0161574174629295
"87","deconstruct_0.00","Eso-AdenoCA",2.68439723392336,2.67476018578331,0.236467978512765,0.890571928071928,0.888888888888889,0.109218588033363,0.122578956552834,0.0996564080073369,0.100092040075989,0.928,1,0.13022211879887,0.87897619047619,1,0.146537901519334,0.927791349244162,0.118349449902546,0.0646049447363425
"88","deconstruct_0.10","Stomach-AdenoCA",2.67880898581361,2.64486426804361,0.248927397699794,0.881587301587302,0.857142857142857,0.132231738914067,0.132191014186395,0.115237774536005,0.0826622779025438,0.811,0.75,0.196293088087626,1,1,0,0.914988430075455,0.241785553929251,0.101153470049134
"89","musical","Breast-AdenoCA",2.67412774522789,2.70345287420127,0.240213557205111,0.921244477744478,0.909090909090909,0.0855678154336365,0.185277016676875,0.141598003664826,0.134768047775013,0.974333333333333,1,0.0753003712041264,0.885071428571429,1,0.12963496445325,0.885997538250958,0.120392907155942,0.0486158543470291
"90","deconstruct_0.06","Eso-AdenoCA",2.6716177422672,2.67158928527985,0.293117546527478,0.878546897546898,0.888888888888889,0.135797108991153,0.128215591066138,0.100004742359964,0.109967162308656,0.8415,1,0.196239835282594,0.958333333333333,1,0.104942397753435,0.923890397645871,0.194822481757992,0.0684180094068206
"91","yapsa_0.10","Stomach-AdenoCA",2.66929015288396,2.64698800174808,0.257112450967761,0.881111111111111,0.857142857142857,0.134466125577038,0.141709847116043,0.124162426481197,0.0845777427015575,0.811,0.75,0.199483339388538,1,1,0,0.907370851820992,0.247220129454376,0.0766894032465114
"92","musical","Liver-HCC",2.66677612019229,2.68591278004757,0.218754828422749,0.914401431901432,0.909090909090909,0.0805450845687031,0.18206911790295,0.154760318468679,0.116127763129182,0.979642857142857,1,0.0624438867185948,0.869202380952381,0.833333333333333,0.130936163126232,0.898669944465418,0.125884934838989,0.0680600085407158
"93","msa_thresholdx1000","ColoRect-AdenoCA",2.66149713275778,2.88149910731519,0.342623512595436,0.883142857142857,1,0.159605694992309,0.161836200575549,0.103176768009769,0.138620279124119,0.823333333333333,1,0.231583142659575,1,1,0,0.879029086044554,0.431341770523989,0.0106235009348478
"94","fitms_0.060","Kidney-RCC",2.65705541219253,2.65320612196247,0.224544574428626,0.880847541347541,0.888888888888889,0.111503342939473,0.140968397331283,0.13155645740808,0.0737469152574292,0.82152380952381,0.8,0.168764682706831,0.9765,1,0.0776006279840835,0.920042229771676,0.182366916462473,0.131386964038631
"95","fitms_0.050","Kidney-RCC",2.65705541216978,2.65320612196247,0.224544574410384,0.880847541347541,0.888888888888889,0.111503342939473,0.14096839735403,0.131556457408081,0.0737469152658834,0.82152380952381,0.8,0.168764682706831,0.9765,1,0.0776006279840835,0.920042229757401,0.18236691647041,0.131386964038631
"96","fitms_0.030","Kidney-RCC",2.65705541213953,2.65320612196247,0.224544574391631,0.880847541347541,0.888888888888889,0.111503342939473,0.140968397384284,0.131556457408082,0.0737469152748799,0.82152380952381,0.8,0.168764682706831,0.9765,1,0.0776006279840835,0.92004222973965,0.182366916479522,0.131386964038632
"97","msa_thresholdx10","Liver-HCC",2.65095072643963,2.68475977027595,0.270263987588049,0.918778277278277,0.909090909090909,0.0853252255686122,0.202763559274653,0.157694966460136,0.147927619593209,0.95147619047619,1,0.0949368612673357,0.902238095238095,1,0.126029883201255,0.887138503724479,0.193543405270222,0.0811451194544851
