Mutation type,ColoRect-AdenoCA::MSI-H.S.1,ColoRect-AdenoCA::MSI-H.S.2,ColoRect-AdenoCA::MSI-H.S.3,ColoRect-AdenoCA::MSI-H.S.4,ColoRect-AdenoCA::MSI-H.S.5,ColoRect-AdenoCA::MSI-H.S.6,ColoRect-AdenoCA::MSI-H.S.7,ColoRect-AdenoCA::MSI-H.S.8,ColoRect-AdenoCA::MSI-H.S.9,ColoRect-AdenoCA::MSI-H.S.10,ColoRect-AdenoCA::MSI-H.S.11,ColoRect-AdenoCA::MSI-H.S.12,ColoRect-AdenoCA::MSI-H.S.13,ColoRect-AdenoCA::MSI-H.S.14,ColoRect-AdenoCA::MSI-H.S.15
INS_repeats_5+_4,-0.1267705961511978,2.0672192750181315,-4.25568638337719,2.8771421882782517,1.8226355049880585,1.7267862952552235,-0.7208136365913429,2.8951672344887154,-2.499773662108062,3.8286033817818454,-9.634281036964845,4.938280741280926,1.3322982932877148,-0.7644413611842422,-7.977597763175957
INS_repeats_5+_5+,5.777467571813824,-0.8613584384328052,1.1951256760110578,-0.6074074007321064,-3.5388275319701332,15.306312806542442,0.4411905674160308,10.490181418591645,-3.4624929988748576,-0.21786956648696254,-9.917381784742798,11.588318620549511,-3.922742320507311,4.202588804803916,-4.3748915759738445
DEL_MH_2_1,11.57497648989374,-3.969303401667691,15.328886041228984,16.96834538549392,21.517735259148196,8.691402088809426,-20.527985963064644,-1.3089659155268798,-27.738583066704848,-3.994972333977513,-54.1248055757971,20.19790973272744,12.48081438771949,14.161675368011302,-14.36867078215991
DEL_MH_3_1,-0.6615782853835765,1.7722704926289135,1.7356817915556122,1.9687998301395002,-0.04504233222163725,-0.06938357339099904,-0.7881845148207451,0.3445080302463467,4.036729772210316,-0.043526769091680136,2.07626434645505,1.0468499100748723,1.2354713156532293,0.4525593681330109,-0.9257849594119714
DEL_MH_3_2,121.88662530224055,-23.945319002520748,58.31681772010671,87.76691267396961,-83.87081268760073,-112.12016708466075,-8.385341613961074,178.98066339658112,-18.63945116468082,-104.69881024241587,-454.20289195269856,180.13460570315442,-31.456965823164353,178.99165920492658,52.52542044568327
DEL_MH_4_1,9.172475186182073,-0.8897381846532366,0.9546461237186055,-3.400331447514233,-0.12719422754905274,-2.6808282167469066,-0.03151873607018629,3.076291125489495,-1.1209271868355604,-10.719144121469665,-17.122828434307316,1.901663384472461,-3.1675741192128193,3.343115899994978,-2.1642866302900075
DEL_MH_4_2,4.246761808540057,-7.064999909507435,14.477594240933175,11.53617156122851,17.57703532255573,9.030097291004495,-4.687151014114994,15.62641261570501,-21.37627178910818,29.10540579368798,-72.47811244485737,33.078934773527344,-1.2723171744926987,30.898422437183978,-16.19049051227524
DEL_MH_4_3,16.07524883724417,-9.861797382442521,16.469362666480713,11.367441374601839,73.78419379188269,-5.13569132326306,-2.191474291172936,19.331579507572116,13.207835773867352,1.709364227398865,-111.5262825712181,53.90469195699698,-18.732149634870368,13.825185383136802,-4.119097099902419
DEL_MH_5+_1,57.2807905341546,-4.250767905891726,-7.468873517209289,4.287634145553973,-36.556393905185125,10.582113228646662,-1.1466938028805345,22.111296502131705,-6.816321528775312,-15.821648703010418,-52.05978983578436,-0.8721406555876712,1.0297530913595807,46.24426870644879,-3.4325188018996826
DEL_MH_5+_2,4.663904660775085,-0.11673214773727869,3.395638198684896,0.2737919524913748,-3.710334873890984,-7.95787849213867,0.03399336851571577,-0.6146478482687039,0.6946692747116057,-4.3836061103360535,-15.807254843910794,-3.1177352976904,1.475086498797042,4.903429734078089,-3.9226027393313156
DEL_MH_5+_3,-0.6069978373576383,-1.019629219601925,-0.2179202099664348,3.7599823606404064,-1.6774729614777142,-3.2052172367575924,-0.4653234111428068,1.7405237609615531,3.4810227065177646,-0.5200875595206291,-9.431361807199663,4.016486215004263,0.37524793283837,2.0266808647076773,-3.29801394516711
DEL_MH_5+_4,46.57598909489132,-2.900214647657947,12.832522664529886,35.55174172422446,-23.182203535031185,-7.816175596038043,2.356539360638595,5.4141052698674255,-20.11319585516394,20.10253322356884,-63.279335251429075,22.366076121978452,34.59174909888151,16.641452663704907,20.127597167004353
DEL_MH_5+_5+,16.65812232156037,-11.461953634894932,-15.817092021940397,94.72389209892216,19.707749317593283,-142.8297647919532,47.08638829165861,92.18997539827376,18.287123680299118,-106.72114922957348,-329.92274070477424,102.59952595531134,138.61419135431848,262.3191684757195,54.763175620571445
