Sample Names	MutationType	ID1	ID2	ID5	ID14
ColoRect-AdenoCA::MSI-H.S.3	5:Del:R:4	0.02506293893987069	0.9749370610601293	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	5:Del:R:5	0.5082810161877549	0.491718983812245	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	2:Ins:R:0	0.45893265263589433	0.5410673473641056	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	2:Ins:R:1	0.01990396492133281	0.9800960350786673	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	2:Ins:R:2	0.13019402450628317	0.8698059754937167	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	2:Ins:R:3	0.48565395269184486	0.5143460473081553	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	2:Ins:R:4	0.5077327590099607	0.49226724099003927	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	2:Ins:R:5	0.48203098892968715	0.5179690110703128	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	3:Ins:R:0	0.003692880542170039	0.99630711945783	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	3:Ins:R:1	0.12688442919368073	0.8731155708063193	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	3:Ins:R:2	0.12814120602640963	0.8718587939735905	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	3:Ins:R:3	0.9747772135039686	0.025222786496031484	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	3:Ins:R:4	0.30503294431497296	0.6949670556850271	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	3:Ins:R:5	0.31919060360090507	0.680809396399095	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	4:Ins:R:0	1.3794220043557794e-13	0.9999999999998621	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	4:Ins:R:1	0.3021426388761548	0.6978573611238452	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	4:Ins:R:2	0.8124801661327491	0.18751983386725093	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	4:Ins:R:3	0.4511846821761725	0.5488153178238275	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	4:Ins:R:4	0.4729634778120285	0.5270365221879715	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	4:Ins:R:5	0.2421937631176578	0.7578062368823422	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	5:Ins:R:0	0.36975751610467916	0.6302424838953209	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	5:Ins:R:1	0.8816282137376978	0.11837178626230212	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	5:Ins:R:2	0.9699367354028982	0.030063264597101878	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	5:Ins:R:3	0.6294914573648379	0.3705085426351622	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	5:Ins:R:4	0.9884090434766802	0.01159095652331978	0.0	0.0
