Mutation type,Stomach-AdenoCA::S.1,Stomach-AdenoCA::S.2,Stomach-AdenoCA::S.3,Stomach-AdenoCA::S.4,Stomach-AdenoCA::S.5,Stomach-AdenoCA::S.6,Stomach-AdenoCA::S.7,Stomach-AdenoCA::S.8,Stomach-AdenoCA::S.9,Stomach-AdenoCA::S.10,Stomach-AdenoCA::S.11,Stomach-AdenoCA::S.12,Stomach-AdenoCA::S.13,Stomach-AdenoCA::S.14,Stomach-AdenoCA::S.15,Stomach-AdenoCA::S.16,Stomach-AdenoCA::S.17,Stomach-AdenoCA::S.18,Stomach-AdenoCA::S.19,Stomach-AdenoCA::S.20,Stomach-AdenoCA::S.21,Stomach-AdenoCA::S.22,Stomach-AdenoCA::S.23,Stomach-AdenoCA::S.24,Stomach-AdenoCA::S.25,Stomach-AdenoCA::S.26,Stomach-AdenoCA::S.27,Stomach-AdenoCA::S.28,Stomach-AdenoCA::S.29,Stomach-AdenoCA::S.30,Stomach-AdenoCA::S.31,Stomach-AdenoCA::S.32,Stomach-AdenoCA::S.33,Stomach-AdenoCA::S.34,Stomach-AdenoCA::S.35,Stomach-AdenoCA::S.36,Stomach-AdenoCA::S.37,Stomach-AdenoCA::S.38,Stomach-AdenoCA::S.39,Stomach-AdenoCA::S.40,Stomach-AdenoCA::S.41,Stomach-AdenoCA::S.42,Stomach-AdenoCA::S.43,Stomach-AdenoCA::S.44,Stomach-AdenoCA::S.45,Stomach-AdenoCA::S.46,Stomach-AdenoCA::S.47,Stomach-AdenoCA::S.48,Stomach-AdenoCA::S.49,Stomach-AdenoCA::S.50,Stomach-AdenoCA::S.51,Stomach-AdenoCA::S.52,Stomach-AdenoCA::S.53,Stomach-AdenoCA::S.54,Stomach-AdenoCA::S.55,Stomach-AdenoCA::S.56,Stomach-AdenoCA::S.57,Stomach-AdenoCA::S.58,Stomach-AdenoCA::S.59,Stomach-AdenoCA::S.60,Stomach-AdenoCA::S.61,Stomach-AdenoCA::S.62,Stomach-AdenoCA::S.63,Stomach-AdenoCA::S.64,Stomach-AdenoCA::S.65,Stomach-AdenoCA::S.66
CG>TT,1.4302429918076658,0.4375526921165218,-0.44412852485024434,-0.3353264814681653,-0.5534569079579832,0.7277196712124596,0.8343944296111929,-0.4534417707432162,0.9072416870170128,-0.15030254738140347,-0.22352012416183123,-0.2676720064945233,-0.41460958127366343,-0.5915882174377498,-0.08118186204875188,0.40146710897714544,-0.6169696117562393,-0.2830714469076988,-0.18774765384368408,-3.282078485527839,-0.06267124701797579,-0.5032720561854503,-0.10539886818801605,-0.1453884488233122,-0.1603436870761696,-0.1929234148756888,0.6372380547771581,-0.8282312093221041,0.8552653261168297,-0.7465790807919993,-0.21818791010418342,-0.24924622165493088,-0.2608637378391361,0.765416822204783,-0.23102944793166402,-0.018258549029411004,-0.08312760222044067,-0.2811532377524113,-0.15508528813502218,-0.10345173439685097,-0.07342932500715021,-0.7038401060672204,-0.5225028291980409,-0.985219143956235,0.27815219764925225,-0.1616258155296242,-0.18247616080369441,1.963781005924257,-0.07727210156541117,-0.12878765325285418,-0.02194183375977566,-0.0963864614698499,-0.16839434243445636,-0.1644564947441577,-0.6481749122105699,-0.1864486163926314,1.8970311212961313,-0.08651663013638579,0.6312736959226924,-0.2698694575479325,-0.10323252582549443,1.7399782377694888,-0.11333060619715077,-0.2833651315868848,-0.04001649486903507,-0.10765407233388613
CT>AA,-0.035188149786913384,-1.2226564272312999,-0.9722326424759757,-1.008468901432604,-0.28664647847430713,-0.09951028346427457,-0.6422478508409529,-1.0309978923241292,-0.0037665987767428752,-0.04402688462512462,-0.15059038646456843,-0.12139680624536535,-0.18505151496005762,-0.27562803024489824,-0.15120342697118572,-0.3228507061551302,-0.3319126187991447,-0.14244820242339112,-0.08490534100333026,-2.5280972454046293,-0.08517462443215444,-0.1624807242310261,-0.8893740639667682,-0.17678194956093657,0.3650222144103855,-1.325265810214141,-1.1950652802104917,7.809506072255999,-0.10781937865785836,1.4793270811403714,-0.34847653889073493,0.8593993098422152,-6.342520132967948,-1.1748349226799184,-1.9694856522033495,-0.005749901103583071,-1.882652756287928,-1.716022202539483,-1.2775720935559296,-0.027043727294670052,-0.027504847272462687,-5.93404503050797,0.5665979986929804,-0.5574122176980548,-0.4109933936215676,-0.0688219626728036,-0.09188066464747537,-0.008175077757148113,-0.032631340348123955,-0.07046401176140589,-0.4201916669082661,-0.019991853351545453,-2.567436492375697,-0.0523899770656604,-0.5010523995948293,-0.0871183741714426,-0.007317349561721554,0.12817969215186198,-0.15686371690832443,-1.210265156012825,-0.030948972608060343,-0.011857221453742883,-0.07163954568287094,-0.15232982102188392,-0.8790234723081183,-0.0128329694597069
CT>AC,-4.1864024793213686,1.1198397868996466,-0.3281689808587908,-0.42072918094071105,-0.16676790234852507,-0.324361846889214,-0.2509090712138626,0.6157813954329177,-0.20066498153305176,-0.2545496024802064,-0.02002548259138248,-0.21179145985220096,0.9995352125792588,-0.0595769291184541,-0.3623934085178144,-0.13998846849028415,-1.2468992772429137e-15,-0.1295390304750677,-8.991878420140859e-16,-7.072374310161278,-0.02611352807791338,-0.8543284662266628,-0.6130610152124779,-0.06127657177761591,-0.25265332075131686,4.504051538512382,-0.9041239488573588,-15.822007392280366,-0.012508830293219324,2.5909740453735894,-0.30302838864828613,-0.8613535689338154,7.344274203698019,-0.6957434893264864,-0.8378028415039708,-2.013854523953682e-16,-0.833976791279507,-0.9445796438787185,-0.811171777890958,-0.21923650635451342,-0.01009170159468481,4.4357606109211805,-0.08998257040086229,-0.05172290038338975,-1.3500759874763105e-15,-0.10908755734761684,-0.011853686790883942,-4.3835770089757645e-16,-1.6512398207543893e-15,-0.017103547538529988,-0.18472510476828122,-0.1659730057687634,-1.5957827917573013,-0.4394269158291795,-0.6659820941931894,-0.06809245011122726,-0.28343931608296113,-0.38140085883620944,-2.0851408980487356e-15,-0.09143818479595911,-0.1112753944318011,-0.8106509118561571,-0.25011593559086714,-0.0024338354542837374,-0.3927603842555325,-0.29686110969576296
CT>AG,-22.35966303963521,3.8425730371995304,-0.18213655515535007,-0.2513634378831229,-0.7261922285072998,-1.4627519645182896,-0.31186115828486144,3.8955024297692047,-1.0613541949001413,-1.08348815089228,-0.16666698637446267,-0.8635736481487074,6.8248850761446125,-0.2789264963950634,-0.603953449922299,0.3413418868339102,-0.1029966152765795,-0.7433929664859922,-0.05643589815764923,86.98576729305118,-0.024065134840949395,-3.4047685484227075,0.9625827302902192,-0.09077216910874208,-0.12080101186961512,2.110573980968468,-0.2923410922021006,-2.386840507100728,-0.10118466616738772,-1.9325233242746436,-1.049513822744816,-2.1173303901762974,3.69779209376872,-0.9669814606706632,-0.2061005491257617,-0.01172453616944269,-0.15901369710340874,-1.1345944397026284,-1.2107046337133074,-0.8723648668847707,-0.17932956097176878,-0.3906596452583351,-0.2180368595538643,-0.31214620337993315,-0.16578401414188987,-0.624168683915582,-0.17848117045182307,-0.023676201218028964,-0.18296550473977802,-0.08386169909212114,-0.15551005691237177,-0.6778562926978056,-0.396936016956501,-0.21076042185808616,-2.3154494657362017,-0.29470617563089196,-1.208622287313521,-0.13384915030322853,-0.1262472436354158,0.5582801220214879,-0.46486074417597634,2.6786515694472732,-0.9741003461248308,0.9333625164295133,-0.08430353285000278,-1.398504835233641
CT>GA,-0.19950550969277797,12.444258588997819,-0.18077035866974805,-0.10492115784588482,-0.05247689086883847,-0.2933247315239694,0.5575156987248631,-0.38132147298724717,-0.426566861696466,-0.37285218290202715,-0.22524711439304507,-0.041281900029562446,0.7561100324837338,-0.20608119052041102,-0.06171724937716573,-0.09177177038625116,-0.08029747894453897,-0.31247764105348014,-0.07632491230076247,-0.13805179556344124,-0.0314582180079845,0.9026073105233494,-0.2380836807282975,0.8548895828028421,-0.12060153531873895,0.7979062944958988,0.6538969021473164,1.1076411836610771,-0.14420634102959362,-0.24410993413950488,-0.4450814038208307,-0.1595754843965745,0.019023212814976875,-0.20440836099823656,-0.2015357455265566,-0.027156068027217446,-0.16124281589780448,-0.3177570194621371,-0.2481182091005909,-0.03313833086208287,-0.2564262166501866,-0.33622125646501394,0.9234766413675429,-0.02308094232215025,-0.1397646190889502,0.7112283364167747,-0.23570766315931946,0.9588299753287322,-0.2691105033329697,-0.01110289993991743,-0.20868371970592633,-0.05011967566158235,-0.36210985666534173,-0.3010911390952814,-0.10389535262324341,-0.04784016529906555,-0.1650071180928614,-0.13228532614716978,-0.18176427082531943,-0.28157368074564293,-0.04469645498156927,0.7701240527002624,-0.1302055275466825,-0.06323109926325979,-0.0912042368014858,-0.3933991570450031
CT>GC,0.7418241186445336,-0.7843214541946978,0.06790673644436718,-0.1304773494108214,-0.03767536717964637,-0.8919924665887502,3.907617199272757,-2.589586049703286,0.002173077993036454,3.223490116187517,1.6254509538468285,-0.03916607899816667,0.3923494264246109,-0.03270684921512391,-0.034904244671835144,1.4267573516962468,-0.022269143165713094,-2.6054946271008994,-0.01168117453781661,1.6392802769154617,-0.00487376113934169,-0.08572898466688161,-1.2006142406067288,-0.018135123124693096,0.3265015695500676,1.6268979038984206,-1.2418520341138843,8.700935592074467,-0.9796698111484873,-0.13036814284269582,-2.403306945567431,-0.828751886226896,-1.4125413078222822,1.008411500591912,2.537054981988615,-0.01781012561808406,-0.1824887305144405,1.5271643256224612,-1.3913204395370993,-0.03148732222481814,0.3871064040805148,-0.22100561767553498,-0.5532595579025175,-0.03185092508441901,0.957781649983849,-2.121446711194975,2.5625653769153933,-0.004753074190074394,0.012702480166212338,-0.014160840938230905,-1.5896477529246538,-0.022021011431758573,3.1234331446177768,2.695373402617787,-0.05490043648806847,-0.01909172656748735,-0.9321561605212728,-0.4042030641587336,-0.025953137720030793,6.845211436968943,-0.008010865156401478,-1.2666161356137466,0.3552777230348154,-0.18620984550913114,-0.05624923639566855,-2.7136530844612015
CT>GG,0.5793800921971722,-0.2019677629959409,1.6873009479759347,-0.1975318782164155,-0.12479085125387757,-0.6658814882528019,-0.9588359844681322,0.2795510752465892,-0.8827013866737671,0.2329187017122789,-0.44677295855519794,-0.1279876275219008,-0.3924930586777125,-0.2887612017103729,-0.071314160200043,-0.22243259620060601,-0.11719379053525197,1.3292361595840918,-0.10673414367470895,-0.12313006041734081,-0.04113248736353099,-0.2956307894274055,1.5186371299714174,-0.19414565684086646,-0.2414812694357775,0.7794886984543508,-0.6452746553026893,-0.93037496789911,0.6638405258768674,-0.41651052230172925,-0.9556999287090562,-0.41192406445088536,0.43421534903754,0.6782962970393009,-0.23218345601614412,-0.06510623179091521,-0.1908937735591765,-0.581136196533112,-0.4705679238746832,-0.10810579675769763,-0.5615571700849337,-0.20865024311361136,-0.1585098533781177,-0.057924330354305276,-0.2942379634814989,-0.6254004771880444,-0.5297809837202284,-0.056812290909439164,-0.552293543095348,-0.029857335758213616,-0.4131720151358433,-0.09025400680973186,-0.5217340696536561,0.3674441342598511,-0.20934136546244117,0.908316155471545,-0.35429669437160344,-0.280433402589377,-0.2532659435922633,-0.43799953413179676,-0.06656686385749383,2.5675268260089124,-0.32735214670487606,-0.12186799808066826,-0.08874805915149986,0.07124287047777511
CT>TA,-0.053111931549569516,-0.5615179731244323,-0.2585082738425015,-0.1918874001956569,-0.30226007157717394,-0.10562235934579166,0.9068901591775714,0.8759193058707788,-0.004487013098078751,0.9539246583070589,-0.11623710435908997,-0.12837574266088356,-0.194847884966,-0.28972960692220967,-0.6307014632113428,-0.34031213625392254,-0.34949054565143545,-0.15032847853946632,-0.08940188554244731,-0.14119507017716737,-0.02879478896143596,-0.17330350522931173,-0.023666861868772936,-0.043261596938407705,-0.09624679035314761,-0.23603367581354362,-0.20310921370914617,-0.7592269776857032,-0.08436177201381358,-0.37083829287113146,-0.0985460612867306,-0.03801277724915576,-0.18376184418365077,-0.10145098733269965,-0.12022831495225487,-0.006054413000034494,-0.03771824659544397,-0.12558485447822013,-0.055036265511221184,-0.029045099421268688,-0.028877549952755655,-0.16647132764116004,-0.3122707287615166,-0.5870614303277113,0.5672406011087548,-0.07274993670154911,-0.09664802276359806,1.9913919741996384,-0.034359479868117944,-0.07424015243500709,0.9882909403073868,-0.02148148682542991,-0.08164214079179685,-0.08348321297064082,-0.29279547497308406,-0.09185279242532687,-0.008440696516919095,-0.04833547494369368,-0.16517114116826656,-0.05207412260571739,-0.03287689170368917,-0.014589667532435967,-0.029564435177106968,-0.1603768883636566,-0.009750743726177074,-0.014283264596450865
CT>TC,-3.3553066286174067,-0.20194157648894565,-2.6702496875310353,-0.3060355622804377,-0.03997091587074312,-5.527863359673818,-7.2977100495724,-10.626528066503504,-9.117568239002749,-4.282407081967831,-4.502407327130513,-0.04790258869608222,4.642457083328891,-0.015684590964877787,-0.031992154131226004,-0.22071133679414068,-0.003970543477224279,-8.56101650823623,-0.0010156900606013814,16.871098499881874,-0.0003520069426602384,-0.18876659389952244,1.3132478255935824,-0.0005498533379408374,2.3868299568388034,-0.016780482761186512,-3.587007585945578,5.686527372494288,-2.854680417337799,-0.09945757730598273,-3.711782360882097,0.722041090601929,-2.837512027279149,-1.9819087108403775,-1.7448781357538652,-0.011838977368013944,-0.5492751320505131,-0.7375123401026116,-3.5061592017963337,-0.04836429137919128,16.60835544104151,-1.019688352707261,0.8150426180049153,-0.017998488796530272,-2.15131477337032,1.468947208781442,0.3505957663085306,-9.779532270275666e-05,1.9676166118370784,-0.023364158267069175,4.58029361550706,-0.0653908399776102,-1.1368821619339853,-4.916387211359329,-0.12673097400277727,-0.015934785138473746,2.2648069196649265,-1.3882575730949114,-0.001876500538718292,26.30076728858878,-0.02462894667586647,3.7306011450503176,-2.464736505935812,-0.6840852150720952,-0.166537565654653,8.231230194188075
CT>TG,13.899450035658898,-1.0512567322858253,-0.032479342723926344,-0.14931406066503883,-0.3352956332685676,-0.5952567528768725,-0.014953787981296509,-1.7578164814729806,-0.36303601934184637,-0.6094763087587605,-0.02251465268814684,-0.39505405108449043,1.9679755963846632,-0.2501000125328463,-0.27758278140199744,-0.29062768270433187,-0.04391501370520614,-0.24962006713247817,-0.013786719275755352,-7.28780263124597,-0.004724201677419363,-1.5531231193977504,-0.4019876426918924,-0.011549601069170471,-0.037085427653530983,-0.06376409121391673,0.9711603468105423,-0.16820681635976378,-0.010070945728341203,-0.819014983420478,-0.3487709084410011,4.39691811764429,-0.04927076409875583,-0.4185973474996106,-0.019714823037564715,-0.0013763625113321543,-0.00914598551926319,-0.4214075260802619,-0.4702573804004303,-0.3967295776351701,-0.040244069697266564,8.853902558519724,-0.08683995321693924,-0.16192005732072073,-0.050609318729648904,-0.20498354593179713,-0.05399204197347146,-0.002875279802516096,-0.005395680677050476,-0.039443903927719,-0.0019872863115044906,-0.30192620071275467,0.9316583993168461,-0.013189559198673585,-1.0494030602949795,-0.14304714690953857,-0.5108953640255554,-0.022391071855140266,-0.02733621313409631,-1.0280464811829049,-0.2052680478114895,-0.4588492309929686,-0.416911407375022,-0.028576902851517226,-0.004606924921563833,-0.5345379701172956
GC>AA,-15.885465870082996,-14.702231617972942,-16.44686823880097,-12.307663434947385,-2.260441328176258,18.282807400680063,-5.280970078382433,-11.754838181749122,1.1464761411906395,24.22856136148416,-4.024149920654477,3.682243583806307,106.31459134116582,32.84377977966294,-10.986956409346657,-0.23427612418207833,36.25227769206526,0.7751974116136585,33.90048954983738,-0.6329449912771459,-1.3199948139115172,-12.491495344102045,-15.412101618718376,1.62485850093519,0.7494033710932984,14.872523799700637,-25.323129304547933,11.492849657152291,-3.4027837708817925,21.525249536699803,-5.823307149283277,3.834017667066189,-43.4740768902068,-22.441466934842925,-29.51944643204589,5.773021965779212,-30.325524576188396,-18.924837873149702,-7.19790275994586,0.0982650004324439,18.823330905876055,-47.02536733580588,-1.2988040871497164,6.578795552428365,3.1554976095041596,-1.6094503637432567,19.880669092755074,11.944494101781558,4.707803900591628,2.6562481449490813,0.8102366725276982,5.332991247816754,-40.70867306843355,-6.05333235785772,-23.293779835048994,16.928558992847577,17.98501449597833,2.903411080833445,70.59638161672076,-14.349569263437608,17.20304894713673,24.64818874536941,-5.565299551341081,21.687718552367578,-13.306310099819445,2.668818378257181
GC>AG,-1.2124746763919148,-0.7328080678113513,-0.9188850539061881,-2.099395679877079,1.5679591734549456,-0.3090951047671391,-2.149645973675998,-0.720188849076172,-1.4481043490538121,-0.6970009958522431,0.8222354419788469,-1.500632654433743,1.071128980856734,-3.4618969804064084,0.2784539242151354,-0.9320015012883937,0.6495850386842237,-0.028863675334841257,-1.2820905950485815,-0.3748762775364952,-0.4949323191339122,-3.492606806414359,-2.2445324455468865,-2.3582618320585516,-0.8902536281333198,1.6364523483057645,3.7914075567301255,-2.7185540161528503,-0.0883497276511176,1.099167349191819,-0.07524730740627139,-1.5712110857600168,-1.993349686305785,-0.8598698298461679,-1.447794098671341,0.2281377699976792,2.1347001249302506,-1.6250644268827998,-1.4891826936067494,-0.2836640692546555,-1.8910704160263263,-1.0231995229626656,-0.182381478179163,0.4339458094450288,-0.2942457635506306,0.9608692644927872,-2.055817988093598,-0.6913186180489898,-0.5376369699685284,-0.3271700402130371,-0.08559041672959089,-1.0642412525577225,-3.8571040175102036,1.1650566732139538,-2.451198007130757,-0.08708713899921161,-1.4675800801426324,-2.2896260453943205,-3.052941946882565,-1.7929366328087872,-0.8022472063580668,0.6579101649088865,-2.0822125865426973,0.08230816481213576,2.053928194183361,-1.0093321058220335
GC>AT,0.13015421576025688,-1.491828756443187,-0.8574195343384647,-2.0794640841269953,-0.4292339926483746,-1.33014242765246,-0.19779231208141645,0.22296062065571565,0.6486098922959909,0.30264758474236775,-0.059492848688526,-0.5383749730956597,-2.4456197253639735,-1.9214619518651386,1.269607478566726,-0.010298211881877961,-1.175294244339941,0.8817629499403977,1.9334577709845753,-1.906758133792929,0.5895999548506811,-2.5909418404643167,-1.2229229079149246,-1.9367683841047392,0.085704750060982,-1.1317233587967097,0.913197557638405,-1.2289976364231423,-1.1157630830115939,-3.7901410099204487,0.8472879144166088,-2.735164774160366,-1.4540119792698194,-0.7712947085094781,-0.21116297499275616,-0.7361354314672317,0.309306060516751,-2.5532951928065595,-1.5172316377332893,-1.3159771423274638,0.1705933942730593,-1.060614388928049,1.7573688044957212,0.3550605070985673,-0.34764289354047273,-1.047473855152921,-2.0217619412085477,-0.5670408726913779,-0.483506313203284,-0.332960297819607,-0.1007203233884347,-0.9707930992196852,-0.6153899908488474,-3.7457973192865857,-2.3993344669026584,-1.0091215376942821,-1.4191199177411455,-2.284482804141011,-2.5299718043848998,-1.563111362322626,-0.6925036159584748,-0.22200352181663896,-2.1072789106564893,-0.8496252607088943,-0.7739341304841924,-3.0990083271545634
GC>CA,-0.8616806321498383,9.30694095781561,0.1034541302714993,-0.9574702719407056,-0.8296962660807456,-1.0651169362694217,1.1334650062695886,0.12711517061048472,-1.273705530988413,-0.8421337584399529,-1.1209848394550608,-0.5165882761323545,-2.1478389772073765,-0.7037979687330798,-0.8936996767786235,-0.43514141359805225,-1.4963327654749141,-0.15958551313298525,-0.36915070185724774,0.7143073222767192,-0.5274601180851762,2.7960667686364227,-0.9981672546365019,-2.4929794486515826,0.6559565592257104,0.3936555347481323,-0.054301730160507766,-0.28339133136310135,-0.3991272219090036,0.5337340105477866,0.4272472493344208,-0.7252900525545832,-2.280906704872973,0.036826891695236785,-1.5708410397750217,0.6206315234673654,-1.3092027612238415,0.5465748727552522,-0.6431931689529725,0.625358500704855,-1.0401293498254114,0.8552399325027769,-0.20755475101954304,-0.4842643098834812,-0.4406793526593409,-0.64018796475245,-1.026617907081858,1.2701462834890274,0.3511404706418968,3.841771262847782,-0.1538119724094641,0.19494296897359975,-2.2958548856497853,-0.701249738253142,-1.5147373770311023,1.2190615524218256,0.11842182554855307,-0.7700741748943519,1.749880831335945,-0.93796385088827,0.21804190128693746,-1.454443523861173,1.2897785364881489,0.25407282863186786,-1.001944527148021,1.038469314395135
GC>CG,-0.2199433490095587,-0.06314690129296768,-0.1632647287312455,-0.04786774239468128,-0.023948584431650478,-0.3499665982322294,-0.5548952348738172,-0.439534533033611,0.48479668419226774,0.5288161973400646,0.7622256869711213,-0.0289007235489136,-0.10286246967837744,-0.005667922345513894,-0.012833025775207698,-0.11384053530341756,-0.0070319820398391745,-0.44453205156767023,-0.0018803052582032104,-0.057034146761845796,-0.0006448181808684188,-0.06394870960671868,-0.22966516881315324,-0.0011363167434995784,-0.1271047215055864,-0.04697190742131427,-0.2572172114964003,2.514845306253183,0.8173164946094127,-0.0758165854294978,-0.5923840254668123,0.8211611838259117,-0.2169317963409317,-0.16754602599420168,-0.07660607080161841,-0.011166022002565296,-0.04112935931376188,-0.2755738270343879,0.7458471870487228,-0.024316933773309034,-0.2930939543174539,-0.029118885027171502,-0.09919088163697025,-0.017344398660768943,0.8175528246184961,-0.37140960953421037,-0.2679536730826688,-0.0002304443885549825,-0.33751026688257146,-0.007154929937499301,-0.26963310508573224,-0.009392536418442836,-0.17896831995682358,0.7334361438956031,-0.033137695095362046,-0.01109535468819984,-0.17108423106839965,-0.0998822698011746,-0.0035334131349124345,-0.19357887277626226,-0.0023591858554027133,1.786159978791089,-0.1383713761826809,-0.03811261661525919,-0.007720228515634168,0.49503595156649227
GC>TA,-1.920669975644362,5.552664251286952,-1.1606858782116416,-1.0350485002930314,-0.9893769722216189,2.8923986183259265,1.3312680934229304,-0.2237799558539515,1.3629037436782632,2.8878170948703303,-1.5015554865557954,-0.4827783688187584,0.40315541097248886,-0.4537073030765555,-0.18076835530984603,-0.3819239955746043,-2.1387161355681887,-0.052425572387295734,0.9857672620183138,0.911202609922845,-0.7766603467760528,-1.214422366137334,-1.058676666584867,-3.695596838102874,-0.2764050413972226,2.330017556950546,1.7317525810261927,-3.6569310932544274,-0.304220009352764,6.11214193550589,0.5480127261356991,-0.6210244815400257,-4.520128374357887,0.6370192744824517,-2.2561635790800367,-0.44982431875139994,3.268034330409245,-1.6909818482291659,0.37898880859075235,-0.325287754116099,-1.1789658066211004,-1.3840377471768335,-0.18059514948973945,-0.5201728871939534,0.5171393289537435,-0.6734246720795198,-1.1037735707208436,3.9165601611782357,-0.8307072606180005,0.8334921739781218,-0.12018740624460678,-1.1314297142367569,-2.8341080523389004,0.20262973845167975,-1.9624786108590124,2.950479057114017,-1.1091478304983757,0.3294826875858927,-2.7931312057258495,-1.8598107630674754,-1.1521386177602366,0.8108048609032528,-0.6504708054447712,0.008020198326126993,-1.474436555608612,0.2993768352071151
TA>AT,4.544251771687962,-2.6470162904973735,5.669281548084053,5.984804250806082,-1.7370301834960837,6.656100246948936,7.083240967829507,-5.152004172358655,-9.400945600522538,-5.832491675317952,-2.470023765749504,2.2474342033197057,-9.060002406960876,-2.5116142666415726,-1.2824039306753878,-0.654238905897472,-3.826917584442609,-7.426121013759392,4.501224124561356,6.832036805398955,-0.3465863766680872,-1.7817917926175297,9.239458861451414,-3.36626433089313,0.22967007242052473,-0.8900021193973529,-0.8264073832296672,-2.6874704516602232,-2.894868158603712,-3.8063988208794086,-7.789640261905012,4.46984928512903,1.8938322256063014,5.174403554989174,0.5337041252920365,2.250494322360246,3.5807434029320078,-4.819336109518039,-3.7665946181911325,-0.4458187001874948,8.403906084966284,-1.191573536802224,-2.355995274131878,-0.12171679087344334,-2.679768029835378,5.370019175136662,-4.824906467576581,-0.8646074710323117,-1.5320326144321221,0.6850412342522085,-1.8782596364006556,4.081799699947707,12.483944251777437,7.737209590962349,-3.2919482310167867,-1.8000341230015962,0.9639888610424343,-0.2558610983283658,-4.304882789525516,-8.858214532756367,-0.9650473348295951,0.9023417460482417,1.9106286389121117,1.644894418265908,-0.6832722036387002,5.593398526912898
TA>CG,1.021825059525281,-0.09561728401552014,-0.2043127160765186,-0.06012563245300945,-0.04807572447506522,-0.4351040423956276,-0.6238826982847855,-0.637830477193489,-0.6446852460470308,-0.6119435470731709,-0.301099938780409,-0.04533947271541512,-0.2149856063708521,-0.13862943262196498,-0.03905594907537613,-0.13622532617626423,-0.04728514827034586,-0.5239293970174811,-0.04433966810224024,-1.556670564519859,0.9829077726009346,-0.14741267340683437,0.7139454532604312,-0.08125458090627177,-0.14081491564144696,-0.04708650563291187,-0.29612031793052296,1.4231478552644314,-0.2008053554074734,-0.13968549789770807,-0.697752967182857,-0.2908306909071108,-0.33244881325608483,0.7533084622806232,-0.1337815336882349,-0.014845621816923095,-0.07132774687321655,0.6490727584373868,1.6846552974706044,-0.04154067440853154,-0.3476580487309592,-0.39338759995785455,-0.11305130056899974,-0.020156492394615876,0.7889450469504324,-0.44305849809427283,-0.3126952137726792,-0.023818130905150604,0.5941130278826808,-0.008572790190486634,-0.31243406694387904,-0.04801438920667733,0.7642196788628172,-0.3009996554871574,-0.11770817519903581,-0.03562517752449367,-0.24030362800034952,-0.09939377874354614,-0.10547371235524602,0.6531201231609526,-0.038455458127127036,0.6156666377514721,-0.17172834381864344,0.9417816563334968,-0.04042600227366331,0.4116469883555721
TA>CT,-0.9094955663170472,-1.0704835134848512,7.7312596381828005,-0.7350713171764663,-0.522502555575552,-0.05923666569128372,-6.099343060491695,-3.3406314794145793,-5.378814937615287,-4.707978988291497,1.7165486888297288,-0.2991086711737989,-2.3442466429086126,-1.6812494858065565,0.4377563553164524,8.77689240936347,-0.04510976289211177,-0.86288624936972,0.009862072983913284,2.1380625964826705,0.6177975889677698,1.279913823228776,0.25290470989133684,-1.8202558714891806,-1.3835831794036313,-1.0437475606803956,-1.4069534241454233,-5.854795483900103,10.021230945530824,4.405152067190025,-5.553698101602187,8.166499695759606,-2.537644486512125,-2.4749474531612554,-0.9198973996229021,-0.2575991244155751,0.8388818961519442,-2.54103597453229,-1.8735898170098166,0.7841208800026318,4.406230732022527,-0.8782702094652894,1.9131871206629396,-0.25557052731258284,0.8637125904194236,-1.2785294808567755,0.7734050025301906,1.466447895757382,-3.1062973565154968,-0.10212300331882407,1.9836387389451833,-0.582832972339803,1.0195548921562056,8.679214380915957,-1.0065264292446807,3.4617561832230486,-2.269734531534968,2.9117594595714187,-2.3573256595858605,-3.4856492299663584,-0.5650174220183157,-2.3744566187931935,-1.5243105011873233,1.1828517491479893,-0.8068142650135313,-2.418154867904992
TA>GC,-0.5490903208231185,-0.05239046885956363,-0.09905785832901204,-0.023594118220298547,-0.026054248965912928,0.7856723149691955,-0.30634909748174627,-0.3221882168717468,0.6895174640316022,-0.28440168266422283,-0.14107742356069006,-0.02477754409168703,-0.07906935641056778,-0.027941548992417044,-0.027083224048754715,-0.07443457333791677,-0.016679981719535053,-0.2641077046471983,-0.010085653752344709,0.07947240487187857,-0.003752345253892125,0.9206285338747552,-0.13764928950990973,-0.01566392975598476,-0.06886834467141968,-0.01539415075410472,-0.13566665093949587,0.7263229600049401,0.9006845190870002,-0.06314293102363935,-0.3469686814495951,-0.1363969035997118,-0.13644948576808652,0.8854735808200799,-0.05329686530854805,-0.0044104536277233776,-0.024147468353315656,-0.167482318184603,0.8437014558472424,-0.021780250305110053,-0.1630741642251864,-0.1360943748514158,-0.06226923192331789,-0.020492204918520957,0.8888683613095778,-0.21777149574107094,-0.14757494237561805,-0.004498941591676175,-0.19600108780910258,-0.005031672890827566,-0.1540997672714286,-0.018527503929428008,-0.09762332521626793,-0.13863597964117003,-0.05853760782172833,-0.012474143069287505,-0.11506857073734134,0.9541436081040886,-0.02288428391863404,1.8398670968733006,-0.01321718417761117,-0.18554773373007277,-0.08417048164974472,-0.02528614414542576,-0.009993028625238907,-0.2906286862659051
